vendor_name,trip_date,trip_hour,total_revenue
"Curb Mobility, LCC",2025-06-07,3,29518.82
Helix,2025-04-10,3,42.8
"Creative Mobile Technologies, LLC",2025-03-28,3,3000.7599999999998
"Curb Mobility, LCC",2025-05-06,3,6442.2300000000005
Helix,2025-06-05,3,97.36
"Creative Mobile Technologies, LLC",2025-04-02,3,1159.08
Helix,2025-04-20,3,550.33
"Creative Mobile Technologies, LLC",2025-06-23,3,2245.98
"Creative Mobile Technologies, LLC",2025-01-30,3,1460.6
Helix,2025-05-07,3,75.49000000000001
"Creative Mobile Technologies, LLC",2025-05-13,3,871.22
"Curb Mobility, LCC",2025-06-22,3,29982.480000000007
"Curb Mobility, LCC",2025-03-10,3,5001.09
"Curb Mobility, LCC",2025-02-19,3,5313.48
Helix,2025-05-19,3,49
"Curb Mobility, LCC",2025-05-15,3,7601.6399999999985
"Creative Mobile Technologies, LLC",2025-01-03,3,2367.02
Helix,2025-04-24,3,96.62
"Curb Mobility, LCC",2025-03-26,3,4390.48
"Curb Mobility, LCC",2025-03-29,3,28227.42
"Curb Mobility, LCC",2025-06-24,3,3506.28
"Curb Mobility, LCC",2025-05-24,3,22702.409999999996
"Curb Mobility, LCC",2025-06-11,3,4484.93
Helix,2025-06-18,3,103.5
"Creative Mobile Technologies, LLC",2025-05-24,3,5667.130000000001
"Curb Mobility, LCC",2025-05-31,3,28575.599999999995
"Curb Mobility, LCC",2025-01-15,3,3861.1599999999994
"Creative Mobile Technologies, LLC",2025-03-06,3,1537.07
"Curb Mobility, LCC",2025-05-09,3,10570.52
"Creative Mobile Technologies, LLC",2025-01-19,3,8912.72
"Curb Mobility, LCC",2025-02-26,3,3940.4900000000002
"Curb Mobility, LCC",2025-03-13,3,5881.25
"Creative Mobile Technologies, LLC",2025-04-04,3,2798.1
"Curb Mobility, LCC",2025-01-10,3,5817.97
Helix,2025-03-22,3,162.24999999999997
"Creative Mobile Technologies, LLC",2025-01-31,3,2157.9300000000003
"Creative Mobile Technologies, LLC",2025-04-24,3,1889.0199999999998
Helix,2025-05-03,3,745.11
"Curb Mobility, LCC",2025-03-17,3,15907.060000000003
"Curb Mobility, LCC",2025-01-14,3,3639.0699999999997
"Curb Mobility, LCC",2025-02-13,3,5646.0199999999995
"Creative Mobile Technologies, LLC",2025-06-03,3,521.59
"Curb Mobility, LCC",2025-05-17,3,37228.72
"Creative Mobile Technologies, LLC",2025-02-23,3,11441.07
"Curb Mobility, LCC",2025-04-27,3,39903.30999999999
Helix,2025-03-09,3,342.52
"Creative Mobile Technologies, LLC",2025-04-29,3,857.92
"Curb Mobility, LCC",2025-01-09,3,7441.98
"Curb Mobility, LCC",2025-03-19,3,3654.1399999999994
"Curb Mobility, LCC",2025-03-31,3,8240.990000000002
Helix,2025-03-07,3,9.45
"Creative Mobile Technologies, LLC",2025-06-02,3,1366.47
"Creative Mobile Technologies, LLC",2025-03-03,3,892.2199999999999
Helix,2025-06-09,3,180.85999999999999
Helix,2025-05-28,3,46.97
Helix,2025-06-23,3,132.15
"Curb Mobility, LCC",2025-04-20,3,30235.460000000003
"Creative Mobile Technologies, LLC",2025-04-27,3,8939.35
Helix,2025-04-15,3,88.21
Helix,2025-06-11,3,30.18
"Creative Mobile Technologies, LLC",2025-06-01,3,8407.44
Helix,2025-04-25,3,163.65
"Curb Mobility, LCC",2025-05-10,3,32170.579999999994
Helix,2025-04-11,3,95.81
"Creative Mobile Technologies, LLC",2025-03-14,3,3346.9700000000003
"Creative Mobile Technologies, LLC",2025-06-12,3,1679.9399999999996
"Creative Mobile Technologies, LLC",2025-01-05,3,5414.549999999999
Helix,2025-06-13,3,332.53999999999996
"Curb Mobility, LCC",2025-06-08,3,41854.509999999995
"Creative Mobile Technologies, LLC",2025-02-22,3,7092.51
"Curb Mobility, LCC",2025-02-25,3,3397.37
"Curb Mobility, LCC",2025-06-14,3,34320.53999999999
"Creative Mobile Technologies, LLC",2025-06-11,3,1170.39
"Creative Mobile Technologies, LLC",2025-04-05,3,9543.54
Helix,2025-03-13,3,67.74
"Creative Mobile Technologies, LLC",2025-05-23,3,2929.44
"Curb Mobility, LCC",2025-05-16,3,22532.600000000002
"Curb Mobility, LCC",2025-04-17,3,8070.67
"Curb Mobility, LCC",2025-01-29,3,3707.42
"Creative Mobile Technologies, LLC",2025-03-23,3,11102.98
Helix,2025-02-07,3,40.6
"Creative Mobile Technologies, LLC",2025-05-31,3,7262.130000000001
"Curb Mobility, LCC",2025-06-13,3,15342.28
Helix,2025-03-31,3,75.11
"Creative Mobile Technologies, LLC",2025-01-08,3,1094.72
"Curb Mobility, LCC",2025-04-03,3,6603.839999999999
Helix,2025-06-10,3,46.449999999999996
Helix,2025-03-20,3,125.92
"Curb Mobility, LCC",2025-05-03,3,37492.96999999999
Helix,2025-03-23,3,460.24
"Creative Mobile Technologies, LLC",2025-01-27,3,1042.5300000000002
"Creative Mobile Technologies, LLC",2025-01-14,3,1057.3
"Creative Mobile Technologies, LLC",2025-04-20,3,6475.759999999999
"Curb Mobility, LCC",2025-06-09,3,7647.8099999999995
Helix,2025-06-19,3,470.37000000000006
"Creative Mobile Technologies, LLC",2025-01-13,3,1373.23
"Creative Mobile Technologies, LLC",2025-04-18,3,3866.54
"Creative Mobile Technologies, LLC",2025-01-02,3,1320.2800000000002
"Curb Mobility, LCC",2025-06-29,3,39788.98999999999
Helix,2025-06-30,3,267.66
Helix,2025-03-24,3,186.07999999999998
"Creative Mobile Technologies, LLC",2025-02-18,3,1454.8100000000002
"Creative Mobile Technologies, LLC",2025-02-06,3,1673.37
"Curb Mobility, LCC",2025-01-06,3,4553.27
"Curb Mobility, LCC",2025-01-16,3,4073.57
"Creative Mobile Technologies, LLC",2025-02-20,3,1769.77
"Creative Mobile Technologies, LLC",2025-06-05,3,1988.77
Helix,2025-04-13,3,614.68
"Curb Mobility, LCC",2025-01-23,3,3821.4600000000005
"Curb Mobility, LCC",2025-04-19,3,27962.800000000003
"Curb Mobility, LCC",2025-02-10,3,4379.25
"Creative Mobile Technologies, LLC",2025-02-03,3,871.4900000000001
"Curb Mobility, LCC",2025-05-30,3,9634.880000000001
"Curb Mobility, LCC",2025-02-24,3,4237.469999999999
"Curb Mobility, LCC",2025-06-23,3,9755.74
"Creative Mobile Technologies, LLC",2025-03-02,3,8345.95
"Creative Mobile Technologies, LLC",2025-04-07,3,1746.8800000000003
Helix,2025-05-06,3,212.69
Helix,2025-05-17,3,1088.02
"Curb Mobility, LCC",2025-02-20,3,4654.259999999999
Helix,2025-03-29,3,225.29999999999998
"Curb Mobility, LCC",2025-02-02,3,35221.87
Helix,2025-05-27,3,115.82
Helix,2025-05-20,3,171.43
"Creative Mobile Technologies, LLC",2025-05-16,3,4447.5
"Creative Mobile Technologies, LLC",2025-06-17,3,1286.7300000000002
"Creative Mobile Technologies, LLC",2025-01-28,4,2066.44
Helix,2025-05-17,4,705.5699999999999
"Creative Mobile Technologies, LLC",2025-01-19,4,4472.76
"Creative Mobile Technologies, LLC",2025-06-17,4,2097.27
"Creative Mobile Technologies, LLC",2025-06-06,4,4350.45
"Creative Mobile Technologies, LLC",2025-03-12,4,2453.9300000000003
Helix,2025-02-23,4,64.89
"Curb Mobility, LCC",2025-01-09,4,6950.65
"Creative Mobile Technologies, LLC",2025-02-22,4,4331.16
"Creative Mobile Technologies, LLC",2025-03-26,4,2345.09
"Creative Mobile Technologies, LLC",2025-04-22,4,2328.4200000000005
"Curb Mobility, LCC",2025-06-16,4,7160.7
"Creative Mobile Technologies, LLC",2025-04-12,4,4283.360000000001
"Curb Mobility, LCC",2025-01-31,4,7793.469999999999
"Creative Mobile Technologies, LLC",2025-06-18,4,3833.0800000000004
"Curb Mobility, LCC",2025-02-03,4,4830.28
"Curb Mobility, LCC",2025-02-07,4,9121.58
"Creative Mobile Technologies, LLC",2025-02-07,4,2491.9300000000003
Helix,2025-06-24,4,30.31
"Curb Mobility, LCC",2025-02-21,4,8389.559999999998
Helix,2025-05-23,4,229.7
"Curb Mobility, LCC",2025-04-06,4,23845.71
Helix,2025-04-18,4,154.42
"Creative Mobile Technologies, LLC",2025-06-01,4,6965.02
"Creative Mobile Technologies, LLC",2025-04-15,4,2061.95
"Curb Mobility, LCC",2025-03-12,4,6692.880000000001
"Curb Mobility, LCC",2025-02-13,4,6938.009999999999
"Creative Mobile Technologies, LLC",2025-02-19,4,2430.79
"Creative Mobile Technologies, LLC",2025-06-24,4,2920.54
"Creative Mobile Technologies, LLC",2025-03-01,4,6461.74
"Creative Mobile Technologies, LLC",2025-04-16,4,2241.7300000000005
"Curb Mobility, LCC",2025-01-18,4,15960.59
"Curb Mobility, LCC",2025-03-26,4,5976.360000000001
"Creative Mobile Technologies, LLC",2025-02-25,4,1573.0500000000002
"Curb Mobility, LCC",2025-04-21,4,8171.83
"Curb Mobility, LCC",2025-04-01,4,9184.69
"Creative Mobile Technologies, LLC",2025-05-21,4,2644.4900000000002
"Curb Mobility, LCC",2025-02-04,4,3508.4800000000005
"Curb Mobility, LCC",2025-04-22,4,6202.539999999998
Helix,2025-05-30,4,122.42000000000002
"Creative Mobile Technologies, LLC",2025-02-15,4,5691.46
"Curb Mobility, LCC",2025-04-29,4,4412.42
"Creative Mobile Technologies, LLC",2025-01-30,4,2380.8900000000003
"Creative Mobile Technologies, LLC",2025-04-20,4,4039.8500000000004
Helix,2025-04-13,4,505.47
"Curb Mobility, LCC",2025-04-02,4,5888.150000000001
"Creative Mobile Technologies, LLC",2025-03-24,4,3251.11
"Curb Mobility, LCC",2025-01-06,4,5698.64
Helix,2025-04-10,4,36.31
"Curb Mobility, LCC",2025-05-16,4,14769.52
"Curb Mobility, LCC",2025-06-05,4,8693.560000000001
"Curb Mobility, LCC",2025-05-25,4,17544.250000000004
"Curb Mobility, LCC",2025-06-04,4,5583.98
"Creative Mobile Technologies, LLC",2025-03-21,4,3808.97
Helix,2025-06-08,4,790.25
"Curb Mobility, LCC",2025-01-13,4,5825.12
"Creative Mobile Technologies, LLC",2025-01-13,4,2548.36
"Creative Mobile Technologies, LLC",2025-06-09,4,2950.74
"Creative Mobile Technologies, LLC",2025-03-08,4,5089.35
"Curb Mobility, LCC",2025-05-10,4,18633.149999999998
"Creative Mobile Technologies, LLC",2025-01-11,4,3694.1499999999996
"Curb Mobility, LCC",2025-01-12,4,18310.269999999997
"Creative Mobile Technologies, LLC",2025-04-19,4,3894.4800000000005
Helix,2025-05-16,4,230.90999999999997
"Creative Mobile Technologies, LLC",2025-06-20,4,3162.04
"Curb Mobility, LCC",2025-05-09,4,12278.770000000002
"Creative Mobile Technologies, LLC",2025-05-14,4,2057.8399999999997
Helix,2025-05-14,4,51.989999999999995
"Curb Mobility, LCC",2025-04-23,4,5470.660000000001
"Creative Mobile Technologies, LLC",2025-02-04,4,2159.76
"Curb Mobility, LCC",2025-04-03,4,8114.9800000000005
"Creative Mobile Technologies, LLC",2025-06-04,4,1698.0099999999998
"Curb Mobility, LCC",2025-02-05,4,6224.71
Helix,2025-03-30,4,156.57
Helix,2025-02-15,4,37.19
"Creative Mobile Technologies, LLC",2025-04-23,4,2285.92
"Curb Mobility, LCC",2025-02-01,4,16933.870000000003
Helix,2025-05-31,4,542.03
"Curb Mobility, LCC",2025-03-27,4,9440.199999999999
"Curb Mobility, LCC",2025-05-20,4,5257.579999999999
"Curb Mobility, LCC",2025-01-01,4,41492.04
"Creative Mobile Technologies, LLC",2025-01-18,4,4382.6
Helix,2025-05-22,4,74.25
"Curb Mobility, LCC",2025-02-19,4,5285.47
Helix,2025-03-07,4,26.46
Helix,2025-05-07,4,142.49
Helix,2025-05-28,4,26.95
"Curb Mobility, LCC",2025-03-17,4,10048.79
"Creative Mobile Technologies, LLC",2025-03-02,4,6324.969999999999
Helix,2025-04-14,4,45.989999999999995
"Creative Mobile Technologies, LLC",2025-06-08,4,6205.82
"Curb Mobility, LCC",2025-03-07,4,13163.54
"Creative Mobile Technologies, LLC",2025-05-04,4,5706.31
"Creative Mobile Technologies, LLC",2025-05-06,4,2121.92
"Curb Mobility, LCC",2025-01-04,4,9082.720000000001
Helix,2025-06-20,4,76.9
"Creative Mobile Technologies, LLC",2025-03-11,4,1176.4299999999998
"Creative Mobile Technologies, LLC",2025-04-11,4,3256.26
"Creative Mobile Technologies, LLC",2025-05-29,4,2286.8900000000003
"Creative Mobile Technologies, LLC",2025-06-27,4,4432.99
"Curb Mobility, LCC",2025-05-27,4,4662.000000000001
Helix,2025-03-16,4,54.7
Helix,2025-06-16,4,84.49000000000001
Helix,2025-04-12,4,303.15
"Creative Mobile Technologies, LLC",2025-03-20,4,3014.9000000000005
"Creative Mobile Technologies, LLC",2025-06-03,4,1443.3000000000002
"Curb Mobility, LCC",2025-06-09,4,13297.74
"Curb Mobility, LCC",2025-05-26,4,14307.79
"Creative Mobile Technologies, LLC",2025-06-14,4,5018.669999999999
"Creative Mobile Technologies, LLC",2025-03-23,4,5899.009999999999
Helix,2025-04-17,4,83.53999999999999
"Creative Mobile Technologies, LLC",2025-02-08,4,4966.780000000001
"Curb Mobility, LCC",2025-01-11,4,14512.779999999999
"Creative Mobile Technologies, LLC",2025-04-05,4,5530.6
"Creative Mobile Technologies, LLC",2025-05-16,4,4738.1
"Curb Mobility, LCC",2025-06-15,4,20964.48
"Creative Mobile Technologies, LLC",2025-06-22,4,6353.620000000001
"Curb Mobility, LCC",2025-01-25,4,16631.19
Helix,2025-03-15,4,216.6
"Curb Mobility, LCC",2025-05-11,4,21208.68
"Creative Mobile Technologies, LLC",2025-02-03,4,2084.6400000000003
"Curb Mobility, LCC",2025-01-07,4,5998.950000000001
"Curb Mobility, LCC",2025-05-28,4,5091.5599999999995
Helix,2025-02-08,4,33.18
"Creative Mobile Technologies, LLC",2025-03-04,4,2920.62
"Creative Mobile Technologies, LLC",2025-05-17,4,5641.200000000001
"Creative Mobile Technologies, LLC",2025-03-15,4,5315.13
"Creative Mobile Technologies, LLC",2025-06-19,4,4583.110000000001
"Curb Mobility, LCC",2025-06-08,4,23856.540000000005
"Curb Mobility, LCC",2025-05-06,4,8094.7300000000005
"Curb Mobility, LCC",2025-06-26,4,8081.4800000000005
Helix,2025-05-26,4,141.24
"Curb Mobility, LCC",2025-05-03,4,20403.979999999996
"Curb Mobility, LCC",2025-03-10,4,4854.5599999999995
"Curb Mobility, LCC",2025-02-28,4,10320.11
Helix,2025-06-04,4,34.19
"Creative Mobile Technologies, LLC",2025-03-10,4,2298.32
Helix,2025-06-21,4,767.43
"Curb Mobility, LCC",2025-06-02,4,6878.78
"Curb Mobility, LCC",2025-03-19,4,6470.420000000001
Helix,2025-02-22,4,43.26
"Curb Mobility, LCC",2025-03-22,4,19895.829999999998
"Curb Mobility, LCC",2025-01-05,4,14188.109999999999
"Curb Mobility, LCC",2025-04-20,4,20925.350000000002
"Creative Mobile Technologies, LLC",2025-05-07,4,2585.49
"Curb Mobility, LCC",2025-06-22,4,23679.410000000003
"Curb Mobility, LCC",2025-03-20,4,7208.6100000000015
Helix,2025-05-04,4,484.71999999999997
"Curb Mobility, LCC",2025-04-27,4,23147.89
"Creative Mobile Technologies, LLC",2025-04-03,4,3555.16
Helix,2025-06-29,4,824.1
Helix,2025-04-19,4,201.69
"Creative Mobile Technologies, LLC",2025-03-16,4,6527.76
"Creative Mobile Technologies, LLC",2025-01-24,4,2543.69
"Curb Mobility, LCC",2025-06-01,4,25347.230000000003
"Curb Mobility, LCC",2025-01-10,4,6957.220000000001
"Curb Mobility, LCC",2025-03-28,4,10741.93
"Creative Mobile Technologies, LLC",2025-05-28,4,2817.7200000000003
"Creative Mobile Technologies, LLC",2025-01-03,4,2787.3199999999997
Helix,2025-05-29,4,90.60000000000001
"Curb Mobility, LCC",2025-03-05,4,6538.799999999999
"Curb Mobility, LCC",2025-06-29,4,27024.62
"Curb Mobility, LCC",2025-03-24,4,6853.809999999999
Helix,2025-04-20,4,328.44999999999993
"Curb Mobility, LCC",2025-05-08,4,8422.369999999999
"Curb Mobility, LCC",2025-01-19,4,17921.63
"Creative Mobile Technologies, LLC",2025-03-07,4,5397.09
"Creative Mobile Technologies, LLC",2025-05-23,4,4400.34
"Creative Mobile Technologies, LLC",2025-06-12,4,2950.43
"Creative Mobile Technologies, LLC",2025-02-17,4,2313.65
"Curb Mobility, LCC",2025-01-20,4,15106.750000000002
"Creative Mobile Technologies, LLC",2025-05-30,4,3568.7200000000003
"Curb Mobility, LCC",2025-01-26,4,18588.109999999997
"Creative Mobile Technologies, LLC",2025-03-03,4,2838.1
Helix,2025-06-15,4,651.3
"Curb Mobility, LCC",2025-02-10,4,7133.0199999999995
Helix,2025-03-09,4,234.24
Helix,2025-03-14,4,11.55
"Creative Mobile Technologies, LLC",2025-06-13,4,4353.03
"Creative Mobile Technologies, LLC",2025-03-30,4,6951.92
"Creative Mobile Technologies, LLC",2025-01-08,4,1885.67
"Creative Mobile Technologies, LLC",2025-04-24,4,3125.8300000000004
"Creative Mobile Technologies, LLC",2025-04-26,4,4538.23
Helix,2025-05-10,4,330.33
Helix,2025-02-07,4,20.58
"Curb Mobility, LCC",2025-01-21,4,5279.52
"Curb Mobility, LCC",2025-06-21,4,18709.83
Helix,2025-05-01,4,27.65
"Curb Mobility, LCC",2025-04-09,4,7582.0599999999995
Helix,2025-06-05,4,48.37
Helix,2025-04-30,4,130.32
"Creative Mobile Technologies, LLC",2025-02-26,4,2668.41
"Curb Mobility, LCC",2025-03-08,4,20091.899999999998
Helix,2025-06-22,4,551.26
"Creative Mobile Technologies, LLC",2025-02-06,4,2217.3199999999997
"Creative Mobile Technologies, LLC",2025-03-22,4,5318.150000000001
Helix,2025-05-02,4,202
Helix,2025-03-29,4,95.75999999999999
"Creative Mobile Technologies, LLC",2025-01-04,4,2928.5299999999997
"Curb Mobility, LCC",2025-05-02,4,9977.649999999998
"Creative Mobile Technologies, LLC",2025-02-11,4,1765.9
"Creative Mobile Technologies, LLC",2025-06-30,4,3958.2600000000007
"Curb Mobility, LCC",2025-01-14,4,5395.32
"Creative Mobile Technologies, LLC",2025-05-10,4,5458.91
"Curb Mobility, LCC",2025-01-17,4,8964.520000000002
"Curb Mobility, LCC",2025-05-22,4,12826.6
"Creative Mobile Technologies, LLC",2025-04-06,4,4946.22
"Curb Mobility, LCC",2025-03-16,4,24580.22
"Creative Mobile Technologies, LLC",2025-01-01,4,11033.990000000002
"Curb Mobility, LCC",2025-05-29,4,5834.73
"Curb Mobility, LCC",2025-06-06,4,12412.060000000001
Helix,2025-05-20,4,93.43
"Creative Mobile Technologies, LLC",2025-04-09,4,2461.3
"Curb Mobility, LCC",2025-06-03,4,5622.27
"Curb Mobility, LCC",2025-06-30,4,10810.66
"Creative Mobile Technologies, LLC",2025-04-04,4,3601.58
"Curb Mobility, LCC",2025-05-24,4,16780.02
Helix,2025-04-01,4,14.35
"Creative Mobile Technologies, LLC",2025-01-29,4,2210.9
"Curb Mobility, LCC",2025-06-24,4,6754.529999999999
"Curb Mobility, LCC",2025-05-19,4,10129.62
"Creative Mobile Technologies, LLC",2025-05-12,4,2106.3
"Curb Mobility, LCC",2025-02-12,4,5074.95
"Curb Mobility, LCC",2025-02-26,4,6285.119999999999
"Curb Mobility, LCC",2025-06-18,4,6926.920000000001
"Creative Mobile Technologies, LLC",2025-05-26,4,3718.06
"Creative Mobile Technologies, LLC",2025-04-25,4,3263.34
"Creative Mobile Technologies, LLC",2025-04-07,4,3438.1799999999994
"Creative Mobile Technologies, LLC",2025-01-10,4,2445.28
"Creative Mobile Technologies, LLC",2025-01-31,4,3062.04
"Curb Mobility, LCC",2025-04-10,4,8388.009999999998
Helix,2025-04-21,4,78.74
"Curb Mobility, LCC",2025-05-17,4,22791.68
Helix,2025-06-10,4,79.4
"Curb Mobility, LCC",2025-01-27,4,5735.05
"Curb Mobility, LCC",2025-02-14,4,10633.960000000001
"Curb Mobility, LCC",2025-06-17,4,5215.290000000001
"Curb Mobility, LCC",2025-05-18,4,28654.03
"Curb Mobility, LCC",2025-02-23,4,24445.56
"Creative Mobile Technologies, LLC",2025-05-22,4,3073.8700000000003
Helix,2025-05-03,4,460.25
"Creative Mobile Technologies, LLC",2025-01-25,4,3836.6899999999996
Helix,2025-04-23,4,45.379999999999995
"Creative Mobile Technologies, LLC",2025-06-25,4,2424.5699999999997
"Creative Mobile Technologies, LLC",2025-02-12,4,2492.1099999999997
"Curb Mobility, LCC",2025-05-01,4,7991.609999999999
"Creative Mobile Technologies, LLC",2025-03-31,4,3607.8900000000003
"Curb Mobility, LCC",2025-06-28,4,20228.719999999998
"Creative Mobile Technologies, LLC",2025-01-12,4,4727.18
"Creative Mobile Technologies, LLC",2025-05-15,4,3845.66
Helix,2025-03-31,4,149.4
Helix,2025-03-23,4,142.60000000000002
"Curb Mobility, LCC",2025-03-14,4,13249.260000000002
"Curb Mobility, LCC",2025-01-03,4,6996.409999999999
"Curb Mobility, LCC",2025-01-16,4,6684.56
"Creative Mobile Technologies, LLC",2025-02-16,4,4538.59
"Creative Mobile Technologies, LLC",2025-03-25,4,2756.5699999999997
Helix,2025-06-09,4,247.07
Helix,2025-06-12,4,51.97
"Curb Mobility, LCC",2025-06-23,4,10916.02
"Curb Mobility, LCC",2025-01-08,4,2952.3300000000004
"Creative Mobile Technologies, LLC",2025-02-09,4,5015.860000000001
"Curb Mobility, LCC",2025-06-19,4,18193.960000000003
"Creative Mobile Technologies, LLC",2025-05-24,4,3755.28
"Creative Mobile Technologies, LLC",2025-02-10,4,2259.39
"Curb Mobility, LCC",2025-02-24,4,6113.7699999999995
Helix,2025-05-19,4,88.52000000000001
"Creative Mobile Technologies, LLC",2025-02-01,4,4639.68
"Creative Mobile Technologies, LLC",2025-04-01,4,2917.8
Helix,2025-05-06,4,23.94
"Creative Mobile Technologies, LLC",2025-02-05,4,2427.31
"Curb Mobility, LCC",2025-02-27,4,7646.53
Helix,2025-04-06,4,281.67
"Curb Mobility, LCC",2025-03-18,4,6102.299999999999
"Curb Mobility, LCC",2025-02-11,4,5632.429999999999
"Creative Mobile Technologies, LLC",2025-05-18,4,6321.9
"Creative Mobile Technologies, LLC",2025-06-05,4,2650.41
Helix,2025-05-08,4,40.8
"Curb Mobility, LCC",2025-05-05,4,7231.47
"Curb Mobility, LCC",2025-01-23,4,5647.92
"Creative Mobile Technologies, LLC",2025-06-15,4,5570.589999999999
"Curb Mobility, LCC",2025-03-03,4,7800.7699999999995
"Creative Mobile Technologies, LLC",2025-02-02,4,6050.92
Helix,2025-06-28,4,576.74
Helix,2025-05-24,4,272.58
"Curb Mobility, LCC",2025-06-27,4,12859.779999999999
"Curb Mobility, LCC",2025-05-14,4,6686.3099999999995
"Curb Mobility, LCC",2025-01-15,4,5458.51
"Curb Mobility, LCC",2025-04-05,4,19193.620000000003
"Creative Mobile Technologies, LLC",2025-01-23,4,1580.9299999999998
Helix,2025-04-11,4,113.91
"Curb Mobility, LCC",2025-02-06,4,7089.810000000001
"Creative Mobile Technologies, LLC",2025-01-14,4,2000.13
"Creative Mobile Technologies, LLC",2025-03-29,4,5162.200000000001
Helix,2025-05-15,4,179.73
"Creative Mobile Technologies, LLC",2025-06-07,4,5089.63
"Curb Mobility, LCC",2025-02-25,4,4839.59
Helix,2025-03-28,4,32.71
"Creative Mobile Technologies, LLC",2025-01-17,4,3532.66
Helix,2025-04-28,4,178.58
"Curb Mobility, LCC",2025-01-02,4,7042.6900000000005
"Creative Mobile Technologies, LLC",2025-03-28,4,4322.58
"Curb Mobility, LCC",2025-06-07,4,17856.02
Helix,2025-03-12,4,12.2
"Creative Mobile Technologies, LLC",2025-05-05,4,2774.55
Helix,2025-05-09,4,85.19
"Creative Mobile Technologies, LLC",2025-01-06,4,1723.5
"Creative Mobile Technologies, LLC",2025-05-19,4,3896.79
"Curb Mobility, LCC",2025-02-08,4,19521.170000000002
"Creative Mobile Technologies, LLC",2025-02-21,4,2363.73
"Creative Mobile Technologies, LLC",2025-05-01,4,3020.27
"Creative Mobile Technologies, LLC",2025-02-14,4,3013.88
"Curb Mobility, LCC",2025-02-16,4,15416.790000000003
Helix,2025-06-19,4,369.61
"Curb Mobility, LCC",2025-04-24,4,6841.23
Helix,2025-05-27,4,31.5
"Creative Mobile Technologies, LLC",2025-06-11,4,2146.14
"Curb Mobility, LCC",2025-02-22,4,17453.06
"Curb Mobility, LCC",2025-03-29,4,16686.21
"Creative Mobile Technologies, LLC",2025-04-13,4,5935
"Curb Mobility, LCC",2025-03-25,4,6298.37
Helix,2025-05-12,4,141.9
Helix,2025-05-05,4,69.73
"Creative Mobile Technologies, LLC",2025-03-17,4,2633.36
"Curb Mobility, LCC",2025-03-23,4,26823.100000000002
"Curb Mobility, LCC",2025-05-21,4,6486.77
"Creative Mobile Technologies, LLC",2025-04-17,4,2393.74
Helix,2025-06-13,4,152.07
Helix,2025-04-25,4,70.97
"Curb Mobility, LCC",2025-04-16,4,7133.160000000002
"Curb Mobility, LCC",2025-03-04,4,5399.639999999999
"Creative Mobile Technologies, LLC",2025-05-27,4,1905.83
"Creative Mobile Technologies, LLC",2025-03-18,4,2743.4399999999996
"Creative Mobile Technologies, LLC",2025-01-27,4,2122.36
Helix,2025-04-26,4,357.41
"Creative Mobile Technologies, LLC",2025-04-28,4,2039.2500000000002
"Creative Mobile Technologies, LLC",2025-03-19,4,2201.8100000000004
"Creative Mobile Technologies, LLC",2025-03-13,4,2510.98
"Creative Mobile Technologies, LLC",2025-06-21,4,4860.86
"Curb Mobility, LCC",2025-04-17,4,7173.7
"Creative Mobile Technologies, LLC",2025-01-02,4,1946.9999999999995
Helix,2025-04-05,4,141.82000000000002
"Creative Mobile Technologies, LLC",2025-01-21,4,2012.0300000000002
"Curb Mobility, LCC",2025-02-09,4,20167.46
"Curb Mobility, LCC",2025-04-13,4,21225.37
"Curb Mobility, LCC",2025-03-13,4,7311.330000000001
"Curb Mobility, LCC",2025-02-20,4,7417.4
"Curb Mobility, LCC",2025-01-29,4,6586.8
Helix,2025-04-27,4,362.73
"Curb Mobility, LCC",2025-04-28,4,7191.51
Helix,2025-05-11,4,543.71
"Creative Mobile Technologies, LLC",2025-04-18,4,4209.77
"Creative Mobile Technologies, LLC",2025-05-11,4,6227.550000000001
"Creative Mobile Technologies, LLC",2025-04-30,4,2286.61
"Curb Mobility, LCC",2025-04-25,4,12623.61
"Creative Mobile Technologies, LLC",2025-04-21,4,2898.9699999999993
"Creative Mobile Technologies, LLC",2025-02-18,4,2555.83
"Creative Mobile Technologies, LLC",2025-01-07,4,1734.4699999999998
Helix,2025-03-25,4,112.61
"Curb Mobility, LCC",2025-05-07,4,7161.799999999999
"Curb Mobility, LCC",2025-01-24,4,8462.800000000001
Helix,2025-04-16,4,25.55
"Curb Mobility, LCC",2025-06-10,4,5661.099999999999
"Creative Mobile Technologies, LLC",2025-02-24,4,2810.8899999999994
Helix,2025-05-13,4,22.75
"Curb Mobility, LCC",2025-05-23,4,14454.339999999998
"Creative Mobile Technologies, LLC",2025-01-20,4,3555.92
"Creative Mobile Technologies, LLC",2025-01-15,4,2635.2
"Curb Mobility, LCC",2025-04-15,4,4416.84
"Curb Mobility, LCC",2025-04-12,4,15012.66
"Curb Mobility, LCC",2025-04-11,4,11223.5
"Curb Mobility, LCC",2025-02-17,4,9047.740000000002
"Creative Mobile Technologies, LLC",2025-01-26,4,5444.999999999999
"Curb Mobility, LCC",2025-03-02,4,21934.659999999996
"Curb Mobility, LCC",2025-04-30,4,7931.76
"Creative Mobile Technologies, LLC",2025-06-28,4,5728.650000000001
"Creative Mobile Technologies, LLC",2025-05-20,4,2851.05
Helix,2025-06-26,4,152.91
"Creative Mobile Technologies, LLC",2025-03-05,4,2418.58
"Curb Mobility, LCC",2025-06-12,4,7455.879999999999
